Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
NVIDIA GeForce GT 820M,GPU,2013,28.0,15.0,116.0,585.0,775,TSMC,NVIDIA,297.6,24.8,High
NVIDIA GeForce 710A,GPU,2013,28.0,33.0,116.0,585.0,775,TSMC,NVIDIA,297.6,24.8,High
NVIDIA GeForce 710M,GPU,2013,28.0,15.0,116.0,585.0,775,TSMC,NVIDIA,297.6,24.8,High
AMD Radeon HD 8670M,GPU,2013,28.0,81.0,77.0,950.0,775,TSMC,AMD,633.6,364.0,High
NVIDIA Quadro K5100M,GPU,2013,28.0,100.0,294.0,3540.0,771,TSMC,NVIDIA,2369.0,98.69,High
NVIDIA GeForce GTX 780M,GPU,2013,28.0,122.0,294.0,3540.0,771,TSMC,NVIDIA,2448.0,102.0,High
NVIDIA GeForce GTX 780M Mac Edition,GPU,2013,28.0,122.0,294.0,3540.0,771,TSMC,NVIDIA,2448.0,102.0,High
AMD Radeon HD 8370D IGP,GPU,2013,32.0,65.0,246.0,1303.0,760,TSMC,AMD,194.6,364.0,High
ATI FirePro V8700 Duo,GPU,2013,55.0,151.0,256.0,956.0,750,TSMC,ATI,1200.0,364.0,High
NVIDIA GRID K2,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
NVIDIA GRID K240Q,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
NVIDIA GeForce GT 640M Mac Edition,GPU,2013,28.0,32.0,118.0,1270.0,745,TSMC,NVIDIA,572.2,23.84,High
NVIDIA GRID K200,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
NVIDIA GRID K280Q,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
NVIDIA GRID K260Q,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
NVIDIA GRID K520,GPU,2013,28.0,225.0,294.0,3540.0,745,TSMC,NVIDIA,2289.0,95.36,High
ATI Radeon HD 2900 XTX,GPU,2013,80.0,240.0,420.0,720.0,743,TSMC,ATI,475.5,364.0,High
NVIDIA Quadro T600 Mobile,GPU,2013,12.0,18.0,200.0,4700.0,735,TSMC,NVIDIA,2392.0,74.76,High
AMD Radeon R5 240 OEM,GPU,2013,28.0,50.0,77.0,950.0,730,TSMC,AMD,599.0,37.44,High
AMD Radeon R7 240 OEM,GPU,2013,28.0,50.0,77.0,950.0,730,TSMC,AMD,499.2,31.2,High
AMD Radeon R7 240,GPU,2013,28.0,30.0,77.0,950.0,730,TSMC,AMD,499.2,364.0,High
AMD Radeon HD 8870M,GPU,2013,28.0,81.0,123.0,1500.0,725,TSMC,AMD,992.0,62.0,High
NVIDIA GeForce GT 730M,GPU,2013,28.0,33.0,118.0,1270.0,725,TSMC,NVIDIA,556.8,23.2,High
AMD FirePro M5100,GPU,2013,28.0,81.0,123.0,1500.0,725,TSMC,AMD,992.0,62.0,High
AMD Radeon HD 8650D IGP,GPU,2013,32.0,65.0,246.0,1303.0,720,TSMC,AMD,648.2,364.0,Medium
AMD Radeon HD 8550D IGP,GPU,2013,32.0,65.0,246.0,1303.0,720,TSMC,AMD,432.1,364.0,Medium
NVIDIA GeForce GTX 675MX Mac Edition,GPU,2013,28.0,100.0,294.0,3540.0,719,TSMC,NVIDIA,1933.0,80.53,Medium
NVIDIA GeForce GT 730A,GPU,2013,28.0,33.0,87.0,1020.0,719,TSMC,NVIDIA,552.2,23.01,Medium
NVIDIA GeForce GT 720M,GPU,2013,28.0,33.0,87.0,1020.0,719,TSMC,NVIDIA,291.1,12.13,Medium
AMD FirePro M4150,GPU,2013,28.0,81.0,77.0,950.0,715,TSMC,AMD,549.1,34.32,Medium
NVIDIA Quadro K4100M,GPU,2013,28.0,100.0,294.0,3540.0,706,TSMC,NVIDIA,1627.0,67.78,Medium
NVIDIA GeForce GTX 770M,GPU,2013,28.0,75.0,221.0,2540.0,706,TSMC,NVIDIA,1530.0,63.76,Medium
NVIDIA Quadro K1100M,GPU,2013,28.0,45.0,118.0,1270.0,706,TSMC,NVIDIA,542.2,22.59,Medium
NVIDIA Quadro K5000 Mac Edition,GPU,2013,28.0,122.0,294.0,3540.0,706,TSMC,NVIDIA,2169.0,90.37,Medium
NVIDIA Quadro K3100M,GPU,2013,28.0,75.0,294.0,3540.0,706,TSMC,NVIDIA,1084.0,45.18,Medium
NVIDIA Quadro K5000 SYNC,GPU,2013,28.0,122.0,294.0,3540.0,706,TSMC,NVIDIA,2169.0,90.37,Medium
AMD Radeon HD 6770 Green Edition,GPU,2013,40.0,86.0,166.0,1040.0,700,TSMC,AMD,1008.0,364.0,Medium
AMD Radeon R7 250,GPU,2013,28.0,55.0,123.0,1500.0,700,TSMC,AMD,716.8,44.8,Medium
ATI Radeon X1950 XTX Uber Edition,GPU,2013,90.0,125.0,352.0,384.0,670,TSMC,ATI,2135.0,364.0,Medium
AMD FirePro M4100,GPU,2013,28.0,81.0,77.0,950.0,670,TSMC,AMD,514.6,32.16,Medium
ATI Radeon HD 3850 X3,GPU,2013,55.0,145.0,192.0,666.0,669,TSMC,ATI,428.2,364.0,Medium
NVIDIA Quadro K2100M,GPU,2013,28.0,55.0,221.0,2540.0,667,TSMC,NVIDIA,768.4,32.02,Medium
AMD Radeon HD 8570 OEM Rebrand,GPU,2013,40.0,60.0,118.0,716.0,650,TSMC,AMD,624.0,364.0,Medium
ATI Radeon X1950 XTX,GPU,2013,90.0,125.0,352.0,384.0,650,TSMC,ATI,2135.0,364.0,Medium
AMD Radeon HD 8730A,GPU,2013,28.0,81.0,77.0,950.0,650,TSMC,AMD,537.6,33.6,Medium
AMD Radeon HD 8550 OEM,GPU,2013,40.0,60.0,118.0,716.0,650,TSMC,AMD,624.0,364.0,Medium
AMD Radeon R5 220 OEM,GPU,2013,40.0,19.0,59.0,292.0,650,TSMC,AMD,104.0,364.0,Medium
AMD Radeon HD 8510 OEM,GPU,2013,40.0,39.0,104.0,627.0,650,TSMC,AMD,520.0,364.0,Medium
AMD Radeon HD 7570 OEM,GPU,2013,40.0,39.0,104.0,627.0,650,TSMC,AMD,520.0,364.0,Medium
AMD Radeon HD 6610,GPU,2013,40.0,39.0,104.0,627.0,650,TSMC,AMD,520.0,364.0,Medium
AMD Radeon HD 8730M,GPU,2013,28.0,81.0,77.0,950.0,650,TSMC,AMD,537.6,33.6,Medium
AMD Radeon R7 240,GPU,2013,28.0,30.0,77.0,950.0,650,TSMC,AMD,448.0,28.0,Medium
AMD Radeon HD 7510 OEM,GPU,2013,40.0,39.0,118.0,716.0,650,TSMC,AMD,416.0,364.0,Medium
AMD Radeon HD 8510 OEM,GPU,2013,40.0,60.0,118.0,716.0,650,TSMC,AMD,624.0,364.0,Medium
NVIDIA GeForce GTX 760M,GPU,2013,28.0,55.0,221.0,2540.0,628,TSMC,NVIDIA,1009.0,42.05,Medium
AMD Radeon R5 230 OEM,GPU,2013,40.0,19.0,67.0,370.0,625,TSMC,AMD,200.0,364.0,Medium
NVIDIA GeForce 720M,GPU,2013,28.0,33.0,116.0,585.0,625,TSMC,NVIDIA,240.0,20.0,Medium
NVIDIA GeForce 820M,GPU,2013,28.0,15.0,116.0,585.0,625,TSMC,NVIDIA,240.0,20.0,Medium
AMD Radeon HD 8750M,GPU,2013,28.0,81.0,77.0,950.0,620,TSMC,AMD,595.2,37.2,Medium
NVIDIA GeForce 505 OEM,GPU,2013,40.0,25.0,100.0,486.0,615,TSMC,NVIDIA,49.49,364.0,Medium
NVIDIA GeForce GTX 470 PhysX Edition,GPU,2013,55.0,215.0,529.0,3100.0,608,TSMC,NVIDIA,1089.0,364.0,Medium
NVIDIA GeForce GTX 470 X2,GPU,2013,40.0,215.0,529.0,3100.0,608,TSMC,NVIDIA,855.4,364.0,Medium
ATI Radeon X1650 PRO,GPU,2013,80.0,44.0,131.0,330.0,600,TSMC,ATI,2135.0,364.0,Medium
AMD Radeon HD 8670A,GPU,2013,28.0,45.0,77.0,950.0,600,TSMC,AMD,460.8,28.8,Medium
NVIDIA GeForce GTX 285M,GPU,2013,65.0,75.0,324.0,754.0,600,TSMC,NVIDIA,384.0,364.0,Medium
AMD Radeon HD 8750A,GPU,2013,28.0,45.0,77.0,950.0,600,TSMC,AMD,460.8,28.8,Medium
ATI Radeon HD 2950 PRO,GPU,2013,55.0,75.0,192.0,666.0,600,TSMC,ATI,384.0,76.8,Medium
ATI Radeon X1600 XT Dual,GPU,2013,90.0,81.0,150.0,157.0,590,TSMC,ATI,2135.0,364.0,Medium
NVIDIA GeForce 505 OEM,GPU,2013,40.0,25.0,57.0,260.0,589,TSMC,NVIDIA,44.86,364.0,Medium
NVIDIA GeForce 9400M,GPU,2013,65.0,12.0,144.0,314.0,580,Unknown,NVIDIA,44.8,364.0,Medium
AMD Radeon HD 8850M,GPU,2013,28.0,81.0,123.0,1500.0,575,TSMC,AMD,800.0,50.0,Medium
NVIDIA GeForce GT 735M,GPU,2013,28.0,33.0,87.0,1020.0,575,TSMC,NVIDIA,441.6,18.4,Medium
AMD Radeon HD 8830M,GPU,2013,28.0,81.0,123.0,1500.0,575,TSMC,AMD,800.0,50.0,Medium
AMD Radeon HD 8510G IGP,GPU,2013,32.0,35.0,246.0,1303.0,554,TSMC,AMD,425.5,364.0,Medium
NVIDIA Playstation 3 GPU 28nm,GPU,2013,28.0,21.0,68.0,302.0,550,Sony,NVIDIA,2135.0,364.0,Medium
NVIDIA Playstation 3 GPU 65nm,GPU,2013,65.0,58.0,186.0,300.0,550,Sony,NVIDIA,2135.0,364.0,Medium
NVIDIA GeForce 9500 GT Rev. 3,GPU,2013,55.0,50.0,121.0,314.0,550,TSMC,NVIDIA,89.6,364.0,Medium
NVIDIA GeForce GT 745M,GPU,2013,28.0,45.0,118.0,1270.0,549,TSMC,NVIDIA,421.6,17.57,Medium
NVIDIA GeForce GT 320 OEM,GPU,2013,40.0,43.0,144.0,727.0,540,TSMC,NVIDIA,187.5,364.0,Medium
AMD Radeon HD 8450G IGP,GPU,2013,32.0,35.0,246.0,1303.0,533,TSMC,AMD,276.5,364.0,Medium
AMD Radeon HD 8650G IGP,GPU,2013,32.0,35.0,246.0,1303.0,533,TSMC,AMD,553.0,364.0,Medium
AMD Radeon HD 8610G IGP,GPU,2013,32.0,35.0,246.0,1303.0,533,TSMC,AMD,480.8,364.0,Medium
AMD Radeon HD 8550G IGP,GPU,2013,32.0,35.0,246.0,1303.0,515,TSMC,AMD,337.9,364.0,Medium
AMD Radeon HD 8350G IGP,GPU,2013,32.0,35.0,246.0,1303.0,514,TSMC,AMD,184.3,364.0,Medium
ATI Xbox 360 E GPU,GPU,2013,45.0,120.0,168.0,372.0,500,TSMC,ATI,240.0,364.0,Medium
NVIDIA GeForce 9100,GPU,2013,80.0,40.0,127.0,210.0,500,Unknown,NVIDIA,38.4,364.0,Medium
XGI Volari 8600 XT,GPU,2013,110.0,81.0,188.0,1930.0,450,UMC,Other,2135.0,364.0,Low
AMD Radeon HD 8410G IGP,GPU,2013,32.0,35.0,246.0,1303.0,450,TSMC,AMD,230.4,364.0,Low
AMD Radeon HD 6410D IGP,GPU,2013,32.0,65.0,227.0,1178.0,444,TSMC,AMD,142.1,364.0,Low
AMD Radeon HD 8310G IGP,GPU,2013,32.0,20.0,246.0,1303.0,424,TSMC,AMD,141.8,364.0,Low
NVIDIA Quadro T400 Mobile,GPU,2013,12.0,18.0,200.0,4700.0,420,TSMC,NVIDIA,2554.0,79.8,Low
Intel HD Graphics 4600,GPU,2013,22.0,20.0,188.0,1930.0,400,Intel,Intel,352.0,88.0,Low
ATI Radeon 9800 PRO MAXX,GPU,2013,150.0,94.0,215.0,117.0,380,TSMC,ATI,2135.0,364.0,Low
ATI Radeon 9800 PRO Mac Edition,GPU,2013,150.0,60.0,218.0,117.0,378,TSMC,ATI,2135.0,364.0,Low
Intel HD Graphics P4600,GPU,2013,22.0,84.0,188.0,1930.0,350,Intel,Intel,384.0,96.0,Low
Intel HD Graphics 4600,GPU,2013,22.0,45.0,188.0,1930.0,350,Intel,Intel,352.0,88.0,Low
Intel HD Graphics P4700,GPU,2013,22.0,86.0,188.0,1930.0,350,Intel,Intel,416.0,104.0,Low
ATI Radeon 9600 SE,GPU,2013,130.0,81.0,76.0,60.0,325,TSMC,ATI,2135.0,364.0,Low
ATI Radeon 8500 XT,GPU,2013,150.0,25.0,68.0,60.0,300,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce4 Ti 4800,GPU,2013,150.0,81.0,101.0,36.0,300,TSMC,NVIDIA,2135.0,364.0,Low
Matrox M9125 PCIe x16,GPU,2013,90.0,81.0,188.0,1930.0,250,UMC,Other,2135.0,364.0,Low
ATI Radeon 8500 X4,GPU,2013,150.0,92.0,120.0,60.0,250,TSMC,ATI,2135.0,364.0,Low
AMD FX-4300,CPU,2012,32.0,95.0,315.0,1200.0,3800,Unknown,AMD,2135.0,364.0,High
AMD A10-5800K,CPU,2012,32.0,100.0,246.0,1178.0,3800,Unknown,AMD,2135.0,364.0,High
AMD FX-4150,CPU,2012,32.0,95.0,315.0,1200.0,3800,Unknown,AMD,2135.0,364.0,High
AMD A10-5800B,CPU,2012,32.0,100.0,246.0,1178.0,3800,Unknown,AMD,2135.0,364.0,High
AMD FX-6200,CPU,2012,32.0,125.0,315.0,1200.0,3800,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1290 v2,CPU,2012,22.0,87.0,160.0,1400.0,3700,Intel,Intel,2135.0,364.0,High
AMD A6-5400B,CPU,2012,32.0,65.0,246.0,1178.0,3600,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1280 v2,CPU,2012,22.0,69.0,160.0,1400.0,3600,Intel,Intel,2135.0,364.0,High
AMD FX-6130,CPU,2012,32.0,95.0,315.0,1200.0,3600,Unknown,AMD,2135.0,364.0,High
AMD A8-5600K,CPU,2012,32.0,100.0,246.0,1178.0,3600,Unknown,AMD,2135.0,364.0,High
AMD A6-5400K,CPU,2012,32.0,65.0,246.0,1178.0,3600,Unknown,AMD,2135.0,364.0,High
AMD FX-6120,CPU,2012,32.0,95.0,315.0,1200.0,3600,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1275 v2,CPU,2012,22.0,77.0,160.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Xeon E3-1270 v2,CPU,2012,22.0,69.0,160.0,1400.0,3500,Intel,Intel,2135.0,364.0,High
Intel Core i7-3970X,CPU,2012,32.0,150.0,435.0,2270.0,3500,Intel,Intel,2135.0,364.0,High
AMD FX-6300,CPU,2012,32.0,95.0,315.0,1200.0,3500,Unknown,AMD,2135.0,364.0,High
AMD Opteron 4340,CPU,2012,32.0,95.0,315.0,1200.0,3500,Unknown,AMD,2135.0,364.0,High
AMD FX-8320,CPU,2012,32.0,125.0,315.0,1200.0,3500,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1240 v2,CPU,2012,22.0,69.0,160.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
Intel Xeon E3-1245 v2,CPU,2012,22.0,77.0,160.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
AMD A10-5700,CPU,2012,32.0,65.0,246.0,1178.0,3400,Unknown,AMD,2135.0,364.0,High
Intel Core i3-3240,CPU,2012,22.0,55.0,94.0,1930.0,3400,Intel,Intel,2135.0,364.0,High
AMD A4-5300,CPU,2012,32.0,65.0,246.0,1178.0,3400,Unknown,AMD,2135.0,364.0,High
AMD A4-5300B,CPU,2012,32.0,65.0,246.0,1178.0,3400,Unknown,AMD,2135.0,364.0,High
Intel Core i5-3570,CPU,2012,22.0,77.0,133.0,1930.0,3400,Intel,Intel,2135.0,364.0,High
AMD FX-8300,CPU,2012,32.0,95.0,315.0,1200.0,3300,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1230 v2,CPU,2012,22.0,69.0,160.0,1400.0,3300,Intel,Intel,2135.0,364.0,High
Intel Core i3-3220,CPU,2012,22.0,55.0,94.0,1930.0,3300,Intel,Intel,2135.0,364.0,High
Intel Core i3-3225,CPU,2012,22.0,55.0,118.0,1930.0,3300,Intel,Intel,2135.0,364.0,High
AMD FX-8140,CPU,2012,32.0,95.0,315.0,1200.0,3200,Unknown,AMD,2135.0,364.0,High
AMD A8-5500B,CPU,2012,32.0,65.0,246.0,1178.0,3200,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1225 v2,CPU,2012,22.0,77.0,160.0,1400.0,3200,Intel,Intel,2135.0,364.0,High
AMD A8-5500,CPU,2012,32.0,65.0,246.0,1178.0,3200,Unknown,AMD,2135.0,364.0,High
AMD Opteron 4334,CPU,2012,32.0,95.0,315.0,1200.0,3100,Unknown,AMD,2135.0,364.0,High
Intel Xeon E3-1220 v2,CPU,2012,22.0,69.0,160.0,1400.0,3100,Intel,Intel,2135.0,364.0,High
Intel Pentium G2120,CPU,2012,22.0,55.0,94.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-3570S,CPU,2012,22.0,65.0,133.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Pentium G870,CPU,2012,32.0,65.0,131.0,504.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-3350P,CPU,2012,22.0,69.0,133.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
AMD Opteron 4386,CPU,2012,32.0,95.0,315.0,1200.0,3100,Unknown,AMD,2135.0,364.0,High
AMD Opteron 4332 HE,CPU,2012,32.0,65.0,315.0,1200.0,3000,Unknown,AMD,2135.0,364.0,High
Intel Core i5-3330,CPU,2012,22.0,77.0,133.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i7-3940XM,CPU,2012,22.0,55.0,160.0,1400.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i3-3240T,CPU,2012,22.0,35.0,94.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i5-3475S,CPU,2012,22.0,65.0,160.0,1400.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i5-3470S,CPU,2012,22.0,65.0,133.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Pentium G645,CPU,2012,32.0,65.0,131.0,504.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i7-3520M,CPU,2012,22.0,35.0,118.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i7-3525M,CPU,2012,22.0,35.0,160.0,1480.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i7-3520M,CPU,2012,22.0,35.0,118.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i5-3360M,CPU,2012,22.0,35.0,118.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium G640,CPU,2012,32.0,65.0,131.0,504.0,2800,Intel,Intel,2135.0,364.0,High
AMD Opteron 3350 HE,CPU,2012,32.0,45.0,315.0,1200.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Opteron 6348,CPU,2012,32.0,115.0,315.0,2400.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Athlon II X4 641,CPU,2012,32.0,100.0,228.0,1178.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Core i3-3220T,CPU,2012,22.0,35.0,94.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i5-3360M,CPU,2012,22.0,35.0,118.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i5-3365M,CPU,2012,22.0,35.0,160.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
AMD Opteron 6386 SE,CPU,2012,32.0,140.0,315.0,2400.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Core i7-3840QM,CPU,2012,22.0,45.0,160.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Core i7-3840QM,CPU,2012,22.0,45.0,160.0,1400.0,2800,Intel,Intel,2135.0,364.0,High
Intel Celeron G555,CPU,2012,32.0,65.0,131.0,504.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Celeron G1620,CPU,2012,22.0,55.0,94.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-3610ME,CPU,2012,22.0,35.0,118.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-3335S,CPU,2012,22.0,65.0,160.0,1480.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3740QM,CPU,2012,22.0,45.0,160.0,1400.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-3610ME,CPU,2012,22.0,35.0,118.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3740QM,CPU,2012,22.0,45.0,160.0,1400.0,2700,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 6284 SE,CPU,2012,32.0,140.0,316.0,2400.0,2700,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon II X4 638,CPU,2012,32.0,65.0,228.0,1178.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Core i5-3330S,CPU,2012,22.0,77.0,133.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
AMD A6-4400M,CPU,2012,32.0,35.0,246.0,1178.0,2700,Unknown,AMD,2135.0,364.0,Medium
Intel Core i5-3320M,CPU,2012,22.0,35.0,118.0,1930.0,2600,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 4376 HE,CPU,2012,32.0,65.0,315.0,1200.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 3380,CPU,2012,32.0,65.0,315.0,1200.0,2600,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron G1610,CPU,2012,22.0,55.0,94.0,1930.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-3320M,CPU,2012,22.0,35.0,118.0,1930.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Pentium G860T,CPU,2012,32.0,35.0,131.0,504.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Celeron G550,CPU,2012,32.0,65.0,131.0,504.0,2600,Intel,Intel,2135.0,364.0,Medium
Intel Pentium G2100T,CPU,2012,22.0,35.0,94.0,1930.0,2600,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 43GK HE,CPU,2012,32.0,65.0,315.0,1200.0,2600,Unknown,AMD,2135.0,364.0,Medium
Intel Xeon E3-1265L v2,CPU,2012,22.0,45.0,160.0,1400.0,2500,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 6380,CPU,2012,32.0,115.0,315.0,2400.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium G645T,CPU,2012,32.0,35.0,131.0,504.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-3210M,CPU,2012,22.0,35.0,118.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3555LE,CPU,2012,22.0,25.0,118.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-3120M,CPU,2012,22.0,35.0,118.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-3120M,CPU,2012,22.0,35.0,118.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
AMD A4-4300M,CPU,2012,32.0,35.0,246.0,1303.0,2500,Unknown,AMD,2135.0,364.0,Medium
Intel Core i5-3210M,CPU,2012,22.0,35.0,118.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-4610,CPU,2012,32.0,130.0,435.0,2270.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 6278,CPU,2012,32.0,115.0,316.0,2400.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium 2020M,CPU,2012,22.0,35.0,118.0,1400.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Pentium G640T,CPU,2012,32.0,35.0,131.0,504.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 6378,CPU,2012,32.0,115.0,315.0,2400.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Core i7-3630QM,CPU,2012,22.0,45.0,160.0,1480.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Pentium B980,CPU,2012,32.0,35.0,131.0,504.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-3120ME,CPU,2012,22.0,35.0,118.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-3110M,CPU,2012,22.0,35.0,118.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-3110M,CPU,2012,22.0,35.0,118.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3635QM,CPU,2012,22.0,45.0,160.0,1480.0,2400,Intel,Intel,2135.0,364.0,Medium
AMD A10-4600M,CPU,2012,32.0,35.0,246.0,1178.0,2300,Unknown,AMD,2135.0,364.0,Medium
Intel Celeron G1610T,CPU,2012,22.0,35.0,94.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E3-1220L v2,CPU,2012,22.0,17.0,188.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 6376,CPU,2012,32.0,115.0,315.0,2400.0,2300,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 4310 EE,CPU,2012,32.0,35.0,315.0,1200.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 43CX EE,CPU,2012,32.0,35.0,315.0,1200.0,2200,Unknown,AMD,2135.0,364.0,Medium
Intel Core i3-2328M,CPU,2012,32.0,35.0,149.0,624.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Xeon E5-4607,CPU,2012,32.0,95.0,435.0,2270.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3632QM,CPU,2012,22.0,35.0,160.0,1480.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-3632QM,CPU,2012,22.0,35.0,160.0,1480.0,2200,Intel,Intel,2135.0,364.0,Medium
AMD A6-4455M,CPU,2012,32.0,17.0,246.0,1178.0,2100,Unknown,AMD,2135.0,364.0,Low
AMD A10-4655M,CPU,2012,32.0,25.0,246.0,1178.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Atom S1260,CPU,2012,32.0,9.0,188.0,1930.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Core i7-3667U,CPU,2012,22.0,17.0,118.0,1930.0,2000,Intel,Intel,2135.0,364.0,Low
Intel Core i7-3517U,CPU,2012,22.0,17.0,118.0,1930.0,1900,Intel,Intel,2135.0,364.0,Low
Intel Celeron G465,CPU,2012,32.0,35.0,131.0,504.0,1900,Intel,Intel,2135.0,364.0,Low
AMD Opteron 3320 EE,CPU,2012,32.0,25.0,315.0,1200.0,1900,Unknown,AMD,2135.0,364.0,Low
AMD A8-4500M,CPU,2012,32.0,35.0,246.0,1178.0,1900,Unknown,AMD,2135.0,364.0,Low
AMD A4-4355M,CPU,2012,32.0,17.0,246.0,1303.0,1900,Unknown,AMD,2135.0,364.0,Low
Intel Core i3-3217U,CPU,2012,22.0,17.0,118.0,1930.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Pentium 2117U,CPU,2012,22.0,17.0,118.0,1400.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Celeron B730,CPU,2012,32.0,35.0,131.0,504.0,1800,Intel,Intel,2135.0,364.0,Low
AMD Opteron 6366 HE,CPU,2012,32.0,85.0,315.0,2400.0,1800,Unknown,AMD,2135.0,364.0,Low
Intel Celeron B830,CPU,2012,32.0,35.0,131.0,504.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i5-3427U,CPU,2012,22.0,17.0,118.0,1930.0,1800,Intel,Intel,2135.0,364.0,Low
